N,Noise,MSE,PSNR
84,localvar,0.002993346692889425,24.92210125213621
122,salt,0.002995323156937957,24.919235229492188
44,salt,0.002995431423187256,24.919078826904297
126,salt,0.0029973164200782776,24.916345596313477
44,s&p,0.0029973858036100864,24.91624641418457
94,localvar,0.0029993696320187936,24.913371554391034
40,salt,0.003001544624567032,24.91022300720215
38,s&p,0.0030017225071787834,24.90996551513672
80,localvar,0.003001988236312951,24.90958159387755
144,salt,0.00300207594409585,24.909456253051758
140,salt,0.003003455698490143,24.907459259033203
21,gaussian,0.003003659272610079,24.90716479582021
42,s&p,0.003005180275067687,24.904966354370117
68,salt,0.00300527922809124,24.904823303222656
138,salt,0.003005347214639187,24.904726028442383
136,salt,0.0030080415308475494,24.900833129882812
91,localvar,0.003009238735187588,24.89910501997929
39,salt,0.0030095649417489767,24.89863395690918
34,s&p,0.0030103109311312437,24.897558212280273
127,salt,0.0030106997583061457,24.896995544433594
131,salt,0.0030109668150544167,24.8966121673584
86,gaussian,0.0030113463795652094,24.89606432428955
38,salt,0.003012459259480238,24.894458770751953
33,s&p,0.0030193233396857977,24.88457489013672
42,salt,0.0030216299928724766,24.881258010864258
45,s&p,0.0030219750478863716,24.880762100219727
76,gaussian,0.0030222714493606194,24.88033676962345
20,gaussian,0.003022449894722084,24.880080354707307
92,localvar,0.0030224518049737524,24.88007760987604
92,gaussian,0.0030224692053281606,24.880052607471907
86,gaussian,0.0030225937570986143,24.879873644417387
46,s&p,0.0030235734302550554,24.87846565246582
49,s&p,0.0030243033543229103,24.877416610717773
142,salt,0.003025046782568097,24.87635040283203
37,salt,0.0030256262980401516,24.875518798828125
47,s&p,0.0030270074494183064,24.87353515625
84,localvar,0.0030287939675588942,24.870974138207163
73,gaussian,0.00302925061929094,24.87031940110541
74,localvar,0.003029718067584934,24.869649286353045
49,salt,0.0030299541540443897,24.86931037902832
35,salt,0.0030304179526865482,24.86864471435547
58,salt,0.0030314361210912466,24.8671875
74,gaussian,0.003033463356926537,24.864283922570614
32,s&p,0.0030359020456671715,24.860794067382812
29,s&p,0.003037236165255308,24.858884811401367
125,salt,0.0030376072973012924,24.858356475830078
53,salt,0.003037859685719013,24.857994079589844
31,s&p,0.00303823733702302,24.857454299926758
48,s&p,0.0030387218575924635,24.856761932373047
152,salt,0.0030406485311686993,24.8540096282959
22,localvar,0.00304084223976681,24.853732561183076
75,gaussian,0.003042279142816273,24.851680854377406
55,salt,0.0030434015206992626,24.850078582763672
72,salt,0.003044688142836094,24.848243713378906
197,speckle,0.0030450622198951996,24.847709744395942
36,salt,0.003045169170945883,24.847557067871094
75,salt,0.0030461293645203114,24.846189498901367
87,localvar,0.0030471152454516325,24.84478265401097
65,salt,0.0030474611558020115,24.844287872314453
141,salt,0.0030488246120512486,24.842348098754883
71,salt,0.003048996441066265,24.84210205078125
145,salt,0.0030490518547594547,24.842023849487305
40,s&p,0.0030493070371448994,24.841659545898438
81,gaussian,0.0030495079696630806,24.84137372766458
37,s&p,0.0030499582644551992,24.84073257446289
87,localvar,0.0030500045831356936,24.84066653511631
147,salt,0.0030506085604429245,24.839805603027344
146,salt,0.0030512246303260326,24.83892822265625
54,s&p,0.0030513082165271044,24.838809967041016
51,s&p,0.0030525601468980312,24.83702850341797
137,salt,0.0030535152181982994,24.835670471191406
35,s&p,0.00305364141240716,24.835491180419922
157,salt,0.0030537815764546394,24.835290908813477
63,salt,0.0030538891442120075,24.83513832092285
54,salt,0.0030538991559296846,24.835124969482422
133,salt,0.0030542751774191856,24.834590911865234
21,localvar,0.00305505909657579,24.83347529875102
50,salt,0.0030553750693798065,24.833026885986328
61,salt,0.0030553992837667465,24.832992553710938
30,s&p,0.0030558013822883368,24.832420349121094
20,localvar,0.003056144473851767,24.831932645618085
20,localvar,0.0030566675910909716,24.83118933164567
59,salt,0.0030568805523216724,24.830886840820312
83,localvar,0.003057057716599238,24.830635072671996
27,s&p,0.003060123883187771,24.82628059387207
162,salt,0.0030604619532823563,24.825801849365234
19,localvar,0.0030608207664712837,24.825292462467555
112,salt,0.0030615548603236675,24.82425308227539
52,s&p,0.003063446842133999,24.82156753540039
25,s&p,0.003064044751226902,24.820720672607422
77,localvar,0.0030651359307092467,24.819174063596478
19,localvar,0.00306570285582848,24.81837087023188
36,s&p,0.003066465025767684,24.817291259765625
154,salt,0.0030672543216496706,24.816173553466797
57,salt,0.003067384008318186,24.815990447998047
26,s&p,0.0030675637535750866,24.81573486328125
62,salt,0.003068035002797842,24.815067291259766
39,s&p,0.003068697638809681,24.814130783081055
60,salt,0.0030690357089042664,24.81365203857422
24,s&p,0.0030697728507220745,24.812606811523438
66,salt,0.0030703828670084476,24.81174659729004
45,salt,0.0030718008056282997,24.809741973876953
118,salt,0.003071836195886135,24.8096923828125
76,salt,0.0030727428384125233,24.808408737182617
98,localvar,0.003073063262830949,24.807956446174142
28,s&p,0.0030731658916920424,24.807811737060547
78,salt,0.003073817817494273,24.8068904876709
41,s&p,0.003074700478464365,24.80564308166504
70,salt,0.003074859967455268,24.805416107177734
79,localvar,0.0030750098164193805,24.805206389369236
73,salt,0.003076197812333703,24.80352783203125
22,gaussian,0.003076717747547628,24.802794887638015
156,salt,0.0030770357698202133,24.802345275878906
46,salt,0.0030774646438658237,24.801740646362305
33,salt,0.0030790655873715878,24.799482345581055
79,salt,0.0030792737379670143,24.799190521240234
58,s&p,0.003079822286963463,24.79841423034668
32,salt,0.0030800483655184507,24.798095703125
151,salt,0.0030812970362603664,24.796335220336914
75,localvar,0.003082786388625486,24.79423712672968
69,salt,0.003086796496063471,24.788591384887695
88,gaussian,0.0030872745341090496,24.787918948722417
92,salt,0.00308728264644742,24.787906646728516
155,salt,0.0030877834651619196,24.78720474243164
85,localvar,0.003088594541966508,24.7860624581452
86,salt,0.0030888430774211884,24.78571319580078
143,salt,0.0030906074680387974,24.783231735229492
149,salt,0.0030907560139894485,24.783023834228516
23,s&p,0.0030919392593204975,24.781360626220703
34,salt,0.0030953604727983475,24.77655792236328
89,salt,0.0030953818932175636,24.776531219482422
48,salt,0.003095608204603195,24.77621078491211
199,speckle,0.003097964069146677,24.77290769046479
20,gaussian,0.0030986508413648117,24.77194503136724
82,salt,0.0030990883242338896,24.771331787109375
43,salt,0.003101047594100237,24.768585205078125
51,salt,0.003101358423009515,24.768152236938477
21,gaussian,0.003101838670415957,24.767479394628346
81,salt,0.003102152841165662,24.767038345336914
150,salt,0.0031028157100081444,24.766111373901367
101,gaussian,0.003103638848376034,24.764959661460132
148,salt,0.0031042457558214664,24.764110565185547
47,salt,0.0031071046832948923,24.760112762451172
158,salt,0.003112188773229718,24.753013610839844
31,salt,0.003113949904218316,24.75055503845215
67,salt,0.003113977611064911,24.750516891479492
64,salt,0.003114109393209219,24.75033187866211
91,localvar,0.0031152702858258316,24.748714127453066
30,salt,0.0031166146509349346,24.74683952331543
39,salt,0.0031189220026135445,24.74362564086914
165,salt,0.003119182772934437,24.743263244628906
42,salt,0.0031219208613038063,24.739452362060547
29,salt,0.0031223222613334656,24.738893508911133
74,salt,0.0031224789563566446,24.738676071166992
43,s&p,0.0031239965464919806,24.7365665435791
98,salt,0.0031247357837855816,24.735538482666016
41,salt,0.0031273257918655872,24.73194122314453
88,salt,0.0031289909966289997,24.729629516601562
78,localvar,0.0031291396622893223,24.729421980971548
89,gaussian,0.003129480779787519,24.728948568504165
28,salt,0.0031298173125833273,24.72848129272461
97,gaussian,0.0031304752095790674,24.727568765273993
40,salt,0.003131293226033449,24.72643280029297
52,salt,0.0031313085928559303,24.726411819458008
27,salt,0.003132687881588936,24.72450065612793
81,localvar,0.0031350175388522687,24.721271706245574
56,salt,0.003135218285024166,24.720993041992188
44,salt,0.0031370501965284348,24.718456268310547
90,salt,0.0031372488010674715,24.718181610107422
26,salt,0.00313778780400753,24.717435836791992
84,gaussian,0.0031441022131705396,24.708704891675858
25,salt,0.0031464658677577972,24.705440521240234
160,salt,0.0031480491161346436,24.703256607055664
53,s&p,0.0031496237497776747,24.70108413696289
55,s&p,0.0031500235199928284,24.70053482055664
153,salt,0.0031506665982306004,24.699647903442383
96,localvar,0.0031531944027316547,24.696163984872477
90,localvar,0.0031553662637318807,24.6931736758781
38,salt,0.003156529739499092,24.691572189331055
163,salt,0.003157431725412607,24.690332412719727
176,salt,0.0031593593303114176,24.687681198120117
95,gaussian,0.003159774492414856,24.687110565721547
19,gaussian,0.0031613745977188603,24.684911861312187
91,gaussian,0.0031624904863992655,24.683379177439583
18,localvar,0.0031634208756895735,24.68210169214272
93,localvar,0.0031645575496667567,24.680541474303336
96,salt,0.003166546579450369,24.677812576293945
37,salt,0.0031682485714554787,24.675479888916016
161,salt,0.00316904135979712,24.674392700195312
97,localvar,0.003169127529778787,24.674274293461245
61,s&p,0.003169416217133403,24.673879623413086
85,salt,0.0031694862991571426,24.673784255981445
91,salt,0.003170477692037821,24.67242431640625
93,salt,0.0031712015625089407,24.671432495117188
18,gaussian,0.0031722327509134344,24.670021008828414
80,gaussian,0.0031723152646785727,24.669908044838564
87,salt,0.003172662341967225,24.66943359375
24,salt,0.003175624180585146,24.66537857055664
167,salt,0.00317655922845006,24.664100646972656
83,salt,0.003176966216415167,24.663545608520508
95,salt,0.0031777359545230865,24.662492752075195
17,speckle,0.0031778863256553425,24.662287872071232
36,salt,0.0031782586593180895,24.661779403686523
77,salt,0.0031786144245415926,24.661293029785156
50,s&p,0.003179134102538228,24.66058349609375
107,gaussian,0.003180200483258508,24.659126462194664
18,localvar,0.0031811912091590346,24.65777371796522
59,s&p,0.0031815306283533573,24.657310485839844
87,gaussian,0.0031821810847329365,24.656422555458523
85,gaussian,0.003183969145227174,24.653982949736616
95,localvar,0.0031841528710444275,24.653732354322663
175,salt,0.003184210043400526,24.653654098510742
170,salt,0.003184742294251919,24.652929306030273
33,salt,0.0031851809471845627,24.65233039855957
17,speckle,0.003185193032154954,24.652313884541076
90,gaussian,0.003186376809278465,24.650700128775217
166,salt,0.003189018927514553,24.6471004486084
84,salt,0.003189423820003867,24.646549224853516
105,gaussian,0.003192305156056335,24.64262746094903
32,s&p,0.003192564705386758,24.642274856567383
80,salt,0.0031943630892783403,24.639827728271484
168,salt,0.0031980264466255903,24.634849548339844
94,salt,0.0031989766284823418,24.633560180664062
31,s&p,0.00319960480555892,24.632709503173828
34,s&p,0.0032074307091534138,24.622098922729492
174,salt,0.0032087708823382854,24.620285034179688
22,s&p,0.003209871705621481,24.61879539489746
99,gaussian,0.0032104432529268772,24.618021476293652
186,salt,0.0032106288708746433,24.617769241333008
164,salt,0.0032113329507410526,24.616817474365234
109,gaussian,0.003211912546912565,24.61603433543351
34,salt,0.0032132985070347786,24.614160537719727
159,salt,0.003214496886357665,24.61254119873047
28,s&p,0.0032148794271051884,24.612024307250977
35,salt,0.003216715529561043,24.60954475402832
57,s&p,0.0032173460349440575,24.608692169189453
43,s&p,0.0032174228690564632,24.608591079711914
29,s&p,0.003219571430236101,24.60569190979004
32,salt,0.003221367485821247,24.603269577026367
27,s&p,0.003222651081159711,24.601537704467773
103,gaussian,0.003223766076557065,24.600036245292138
104,gaussian,0.0032252482083673277,24.59804002804235
99,salt,0.0032268385402858257,24.59589958190918
60,s&p,0.003227074397727847,24.595582962036133
21,s&p,0.0032309156376868486,24.590415954589844
31,salt,0.0032316548749804497,24.58942222595215
75,s&p,0.003232582937926054,24.58817481994629
30,s&p,0.0032328928355127573,24.587757110595703
56,s&p,0.0032334192655980587,24.587051391601562
97,salt,0.0032345885410904884,24.585479736328125
20,s&p,0.003235896583646536,24.583724975585938
29,salt,0.003240210236981511,24.577939987182617
39,s&p,0.0032406048849225044,24.577409744262695
169,salt,0.0032424908131361008,24.57488250732422
35,s&p,0.003243015380576253,24.574182510375977
30,salt,0.003243809100240469,24.573118209838867
18,gaussian,0.003244780359944444,24.571818408371225
179,salt,0.003244904801249504,24.571651458740234
33,s&p,0.0032451555598527193,24.57131576538086
24,s&p,0.0032475385814905167,24.56812858581543
82,gaussian,0.003248190044353265,24.56725714544318
26,s&p,0.0032484193798154593,24.566951751708984
191,salt,0.00325218983925879,24.561912536621094
83,gaussian,0.003255016770605435,24.558139149616856
25,s&p,0.003255548421293497,24.557430267333984
182,salt,0.003256814554333687,24.555740356445312
27,salt,0.0032577195670455694,24.554534912109375
171,salt,0.0032586464658379555,24.553298950195312
19,gaussian,0.0032592481861759186,24.552497129516198
26,salt,0.0032603389117866755,24.551044464111328
74,s&p,0.003261005040258169,24.550155639648438
178,salt,0.0032633920200169086,24.546977996826172
28,salt,0.0032635692041367292,24.546741485595703
93,gaussian,0.0032642934155462213,24.54577956459184
172,salt,0.003266520332545042,24.542818069458008
64,s&p,0.0032675396651029587,24.54146385192871
100,gaussian,0.003267550828557725,24.54144793462461
71,s&p,0.003268319182097912,24.54042625427246
63,s&p,0.0032695122063159943,24.538841247558594
24,salt,0.003272478235885501,24.534902572631836
37,s&p,0.003274176735430956,24.532649993896484
115,gaussian,0.0032750503800045923,24.531491603395526
25,salt,0.0032771965488791466,24.52864646911621
98,gaussian,0.0032841846142384105,24.519395832800424
173,salt,0.0032844378147274256,24.519062042236328
36,s&p,0.0032857076730579138,24.517383575439453
92,gaussian,0.0032860983848027932,24.516865835175153
96,gaussian,0.003288588762530697,24.513575770317093
40,s&p,0.003289103042334318,24.512897491455078
94,gaussian,0.0032893938375912818,24.512512709864275
82,localvar,0.0032922681430561512,24.50871945799043
100,localvar,0.003293288075936404,24.507374237600178
38,s&p,0.0032964260317385197,24.503238677978516
95,gaussian,0.0032975846771284676,24.50171189052447
99,localvar,0.003300824571588391,24.497447018959413
78,s&p,0.0033046365715563297,24.492435455322266
41,s&p,0.0033064892049878836,24.490001678466797
16,speckle,0.0033070766165171433,24.48922888934127
15,speckle,0.003307705452420175,24.488403163079433
190,salt,0.0033080352004617453,24.48797035217285
185,salt,0.0033087553456425667,24.48702621459961
177,salt,0.003308831714093685,24.48692512512207
192,salt,0.003309838240966201,24.485605239868164
180,salt,0.003309844061732292,24.485595703125
68,s&p,0.003310468979179859,24.48477554321289
23,salt,0.00331119354814291,24.48382568359375
15,speckle,0.0033115932777434643,24.483301531177023
93,gaussian,0.0033123488147087953,24.48231080531692
16,speckle,0.0033126506533541285,24.48191507137365
19,s&p,0.003314282512292266,24.479774475097656
62,s&p,0.0033144184853881598,24.479598999023438
187,salt,0.0033171926625072956,24.47596549987793
17,gaussian,0.0033172094498500537,24.475942515562465
189,salt,0.0033219323959201574,24.469764709472656
184,salt,0.003322348929941654,24.469219207763672
45,s&p,0.0033232655841857195,24.468021392822266
118,gaussian,0.003327468370262415,24.46253209541529
183,salt,0.0033274893648922443,24.462505340576172
66,s&p,0.003329328028485179,24.460105895996094
194,salt,0.003329562023282051,24.459800720214844
42,s&p,0.0033322209492325783,24.45633316040039
67,s&p,0.003341667354106903,24.44403839111328
14,speckle,0.0033425765910225056,24.4428577808733
188,salt,0.003342954907566309,24.442367553710938
88,gaussian,0.0033475932670554856,24.436344597581417
197,salt,0.0033527931664139032,24.429603576660156
18,s&p,0.0033540143631398678,24.428022384643555
110,gaussian,0.0033543170714138934,24.427630329671167
65,s&p,0.003357551759108901,24.423444747924805
96,gaussian,0.003360708818135711,24.41936259931534
198,salt,0.0033612181432545185,24.418704986572266
14,speckle,0.0033620566352199474,24.41762120424748
88,localvar,0.003362602856514149,24.416915678875426
17,localvar,0.003365126837170814,24.413657073155655
17,gaussian,0.0033672385143480857,24.410932652457014
83,s&p,0.0033692840952426195,24.408294677734375
193,salt,0.0033703974913805723,24.4068603515625
195,salt,0.003370450111106038,24.40679359436035
69,s&p,0.0033712650183588266,24.405742645263672
181,salt,0.003375099040567875,24.400806427001953
196,salt,0.0033793330658227205,24.395360946655273
76,s&p,0.0033815146889537573,24.392559051513672
22,salt,0.003385974559932947,24.3868350982666
106,gaussian,0.0033863926455146316,24.38629833181342
103,localvar,0.0033876828225891742,24.3846440343567
20,s&p,0.0033887289464473724,24.383304595947266
99,gaussian,0.003392608432792304,24.378334082093694
21,salt,0.0033929042983800173,24.37795639038086
23,salt,0.0033938633278012276,24.376728057861328
120,gaussian,0.0033950970984102592,24.375149460166178
22,s&p,0.0033957520499825478,24.374311447143555
21,s&p,0.0033969711512327194,24.372753143310547
199,salt,0.0033981548622250557,24.371240615844727
94,localvar,0.0033984490073814553,24.37086387597939
114,gaussian,0.0034002573218884316,24.36855360990108
108,gaussian,0.0034035232983062264,24.364384176098326
72,s&p,0.0034066124353557825,24.360445022583008
23,s&p,0.0034095062874257565,24.35675621032715
70,s&p,0.0034116427414119244,24.354036331176758
97,gaussian,0.0034219288307639592,24.340961726106812
20,salt,0.0034257955849170685,24.336055755615234
97,localvar,0.003428680057130969,24.332401840834006
77,s&p,0.0034334692172706127,24.32634162902832
108,localvar,0.00343410821433891,24.325531690916307
102,gaussian,0.0034431568236253434,24.314103417240766
15,localvar,0.0034443094574469965,24.31264981299025
121,gaussian,0.0034463708362795,24.310051388914218
16,localvar,0.00344655039281739,24.30982512660533
52,s&p,0.003447834402322769,24.30820655822754
46,s&p,0.003453039564192295,24.301654815673828
111,gaussian,0.0034544493501878445,24.29988316102163
53,s&p,0.0034547015093266964,24.2995662689209
17,localvar,0.0034567908360879527,24.296940434629924
106,localvar,0.0034608526432531143,24.29184037231426
86,localvar,0.0034659115297444518,24.285496726642137
73,s&p,0.003466034773737192,24.285343170166016
16,gaussian,0.003466967653373579,24.284173557275498
47,s&p,0.0034684534184634686,24.282312393188477
15,gaussian,0.00346899222182355,24.28163819390301
21,salt,0.003474300727248192,24.27499771118164
89,localvar,0.003476381663537984,24.272396949227662
22,salt,0.0034793142694979906,24.268733978271484
99,localvar,0.003481488640607522,24.26602162959149
50,s&p,0.0034916135482490063,24.253408432006836
16,gaussian,0.003495271293139644,24.248862553503848
87,s&p,0.0034989402629435062,24.244306564331055
14,gaussian,0.003500063587419915,24.242912109893332
20,salt,0.0035021586809307337,24.240312576293945
14,localvar,0.003505263149993133,24.23646518219623
131,gaussian,0.003505874119777098,24.235708269883016
122,gaussian,0.0035060988909138007,24.235429840789674
19,s&p,0.0035104108974337578,24.230091094970703
13,speckle,0.0035154412757825073,24.22387297863626
13,speckle,0.0035197073943226457,24.21860584909826
48,s&p,0.0035209371708333492,24.21708869934082
126,gaussian,0.0035215833460916397,24.216291740645982
54,s&p,0.0035223434679210186,24.215354919433594
15,gaussian,0.003525289701526599,24.21172333179024
61,s&p,0.0035267977509647608,24.20986557006836
55,s&p,0.003527752123773098,24.208690643310547
80,s&p,0.003530976828187704,24.204723358154297
95,localvar,0.0035321938438545434,24.203226161793204
116,gaussian,0.0035415896451128897,24.191689062741055
98,localvar,0.0035427359651409944,24.190283592426916
19,salt,0.0035450896248221397,24.187397003173828
12,speckle,0.0035476236827245372,24.184296000210743
93,localvar,0.003547830915369453,24.184042316692825
14,gaussian,0.0035500390594623617,24.18134014032404
84,s&p,0.0035539946984499693,24.176504135131836
12,speckle,0.0035547940546429534,24.175527003143856
119,gaussian,0.0035567520160797845,24.173135591035084
11,speckle,0.0035596231533416103,24.169631225097177
104,localvar,0.003560328212553646,24.168771097519148
112,gaussian,0.0035622304905135634,24.16645128837436
82,s&p,0.003563367761671543,24.16506576538086
11,speckle,0.003566560295266757,24.161175749787912
94,s&p,0.0035673363599926233,24.16023063659668
109,localvar,0.0035678742865269124,24.159576017802245
56,s&p,0.003570794127881527,24.156024932861328
88,s&p,0.003576182294636965,24.14947509765625
15,localvar,0.0035820069475202346,24.14240721603725
16,localvar,0.00358348343630233,24.14061744058467
18,salt,0.003587284591048956,24.13601303100586
17,s&p,0.003588673658668995,24.13433265686035
95,s&p,0.00358955143019557,24.133270263671875
65,s&p,0.0035898778587579727,24.13287353515625
67,s&p,0.003592543303966522,24.129650115966797
44,s&p,0.0035932017490267754,24.128854751586914
117,gaussian,0.003593835791283754,24.12808915915136
63,s&p,0.00360834039747715,24.110595703125
113,gaussian,0.003608632206072375,24.11024524693388
10,speckle,0.0036152845908478536,24.10224655343454
102,localvar,0.0036268646231568387,24.088358001101522
79,s&p,0.0036287857219576836,24.086057662963867
14,localvar,0.003628885224718366,24.08593913013882
10,speckle,0.0036323401107362695,24.081806389514234
66,s&p,0.003633398562669754,24.080541610717773
57,s&p,0.0036349608562886715,24.07867431640625
13,gaussian,0.0036442351744296773,24.067607498076725
92,localvar,0.003648187826343574,24.06289955646935
58,s&p,0.0036494664382189512,24.061376571655273
91,s&p,0.003649793565273285,24.060989379882812
125,gaussian,0.0036500600145350304,24.06067140243513
89,s&p,0.003653857856988907,24.056156158447266
49,s&p,0.003654918633401394,24.054893493652344
59,s&p,0.003658595960587263,24.050525665283203
60,s&p,0.003663209266960621,24.045055389404297
13,localvar,0.0036650833730825275,24.042832870654472
101,localvar,0.003665708537968164,24.0420921439661
90,s&p,0.0036665969528257847,24.041040420532227
86,s&p,0.0036686586681753397,24.038599014282227
17,salt,0.003670991864055395,24.035837173461914
9,speckle,0.00367173986947278,24.034952401550264
62,s&p,0.0036725839599967003,24.033954620361328
123,gaussian,0.0036757168851036335,24.0302509213802
9,speckle,0.0036789457576884904,24.026437608099712
13,gaussian,0.003688792384126392,24.014829328893725
12,gaussian,0.003689177716933478,24.014375686741012
18,s&p,0.003690518904477358,24.01279640197754
96,localvar,0.00369563472463466,24.00678106317801
11,gaussian,0.00369747087067066,24.004623842244207
12,localvar,0.0037068384841594058,23.99363482268165
18,salt,0.0037080589681863785,23.992204666137695
19,salt,0.003708749543875456,23.991395950317383
129,gaussian,0.0037126008621334696,23.986888842714286
12,gaussian,0.0037140166862429562,23.98523294862376
92,s&p,0.003714393824338913,23.984792709350586
11,gaussian,0.0037162000028911077,23.98268066128276
15,s&p,0.003718615509569645,23.9798583984375
16,s&p,0.0037197647616267204,23.978517532348633
11,localvar,0.003720891881963686,23.977200945574367
119,localvar,0.0037239252207919037,23.97366194019773
14,s&p,0.003724715206772089,23.972740173339844
85,s&p,0.0037275669164955616,23.969417572021484
17,s&p,0.00372909102588892,23.96764373779297
51,s&p,0.0037349157501012087,23.960861206054688
64,s&p,0.0037372582592070103,23.958139419555664
130,gaussian,0.0037412611411239073,23.95349122319797
96,s&p,0.003741383785381913,23.953350067138672
10,gaussian,0.003744779664826611,23.949408756696222
93,s&p,0.0037585203535854816,23.933502197265625
110,localvar,0.0037659639264143946,23.924909897971617
8,speckle,0.003768265908877648,23.92225604128236
7,speckle,0.003771809592767106,23.918173847485292
13,localvar,0.0037753886936762633,23.914054745713873
128,gaussian,0.0037763892773841432,23.912903896239158
97,s&p,0.0037777703255414963,23.91131591796875
10,localvar,0.0037786169255863426,23.910342798805534
7,speckle,0.0037810749341520844,23.907518610693113
8,speckle,0.003781207825126598,23.907365974726517
10,gaussian,0.0037827167545939067,23.90563322410739
134,gaussian,0.003785275905345089,23.902696051353924
12,localvar,0.0037888155638583065,23.89863680734221
107,localvar,0.0037955047476401892,23.89097606454955
11,localvar,0.0037970980520835567,23.889153334304982
105,localvar,0.0038015211339953864,23.88409736232579
98,gaussian,0.0038062036207436364,23.878751274030794
9,gaussian,0.003814520740963781,23.86927164800149
9,localvar,0.003823050126991658,23.859571530281023
15,s&p,0.003827559994533658,23.854450225830078
17,salt,0.0038289001677185297,23.852930068969727
120,localvar,0.0038321443113380656,23.849252900313207
99,s&p,0.003832257352769375,23.849124908447266
81,s&p,0.003836309304460883,23.84453582763672
16,s&p,0.003840249963104725,23.840076446533203
132,gaussian,0.0038417619837986527,23.83836690795234
138,gaussian,0.0038427780522904548,23.83721843858469
71,s&p,0.003844400169327855,23.835384368896484
124,gaussian,0.0038459236032912262,23.833664924403514
9,gaussian,0.0038466962737359915,23.83279248688032
112,localvar,0.0038495211505007124,23.829604353337714
116,localvar,0.003850331875513185,23.828689807568153
12,s&p,0.0038590487092733383,23.818870544433594
13,s&p,0.0038602754939347506,23.817489624023438
79,s&p,0.0038631337229162455,23.81427574157715
11,s&p,0.0038662066217511892,23.810821533203125
137,gaussian,0.0038689695083298226,23.807718384342703
15,salt,0.003875794354826212,23.800064086914062
16,salt,0.003880559466779232,23.794727325439453
125,localvar,0.00388708024163249,23.78743639522357
10,localvar,0.0038873406885920683,23.787145413609814
14,s&p,0.0038898882921785116,23.784297943115234
69,s&p,0.003891899948939681,23.782054901123047
8,gaussian,0.003898007530495077,23.775244716694978
7,gaussian,0.0038984777025834793,23.774720908497613
135,gaussian,0.0039054176380769303,23.766996621196146
9,localvar,0.0039097677407176745,23.762161865074233
10,s&p,0.0039103892631828785,23.761472702026367
152,gaussian,0.003914219747884723,23.75721941761369
7,localvar,0.003918922278043809,23.7520049503216
8,localvar,0.003921997991958208,23.748597784827112
74,s&p,0.00392276793718338,23.747745513916016
8,gaussian,0.003929019354000873,23.740829773449285
14,salt,0.003929528407752514,23.74026870727539
121,localvar,0.003931297893426564,23.738311918009245
7,gaussian,0.003931470944278886,23.738120751177775
114,localvar,0.003940769632640218,23.72786097600205
144,gaussian,0.003941173536126332,23.727415874961256
111,localvar,0.003945568910210138,23.72257512627162
9,s&p,0.0039492384530603886,23.718538284301758
142,gaussian,0.0039568472016901345,23.710178656606324
122,localvar,0.003957459919600916,23.709506203530974
68,s&p,0.003958952613174915,23.707868576049805
115,localvar,0.003961791695318354,23.704755081657268
133,gaussian,0.0039654052269751895,23.70079570740978
113,localvar,0.00397257641279649,23.692948858123692
15,salt,0.003975558094680309,23.68968963623047
16,salt,0.003977838438004255,23.68720054626465
70,s&p,0.003979963716119528,23.68488121032715
127,gaussian,0.003990302713754437,23.673613019201454
7,localvar,0.003997390808577217,23.665905359241467
8,localvar,0.00399747031352152,23.66581898235995
13,s&p,0.004005374852567911,23.657241821289062
140,gaussian,0.004010878052219608,23.65127687678207
98,s&p,0.004014156758785248,23.647727966308594
12,s&p,0.004018064122647047,23.643503189086914
14,salt,0.004020612686872482,23.640748977661133
73,s&p,0.004022370092570782,23.638851165771484
11,s&p,0.0040225195698440075,23.638689041137695
141,gaussian,0.00402495098959727,23.636065489721176
72,s&p,0.004046086687594652,23.613319396972656
139,gaussian,0.004050234403614596,23.608869871198543
8,s&p,0.00405948655679822,23.598960876464844
7,s&p,0.004067184403538704,23.59073257446289
77,s&p,0.004069900140166283,23.58783531188965
13,salt,0.004085117485374212,23.571626663208008
10,s&p,0.004088437184691429,23.568098068237305
147,gaussian,0.0040897306885533955,23.566724350854933
12,salt,0.004092377610504627,23.563915252685547
136,gaussian,0.004092671213524934,23.563602886426036
9,s&p,0.004093621391803026,23.56259536743164
11,salt,0.004099560435861349,23.556299209594727
75,s&p,0.00410603079944849,23.549449920654297
117,localvar,0.0041193557892411255,23.535378418165415
133,localvar,0.004120940439746611,23.533708077780467
82,s&p,0.004130436573177576,23.523712158203125
150,gaussian,0.004130822231352649,23.52330639807056
7,s&p,0.004148645326495171,23.504608154296875
8,s&p,0.004183241166174412,23.468542098999023
10,salt,0.004185928031802177,23.465755462646484
156,gaussian,0.004186072742470185,23.46560374542175
12,salt,0.004190518520772457,23.460994720458984
145,gaussian,0.004191474768167695,23.46000289320644
132,localvar,0.004195348816875043,23.455990699367312
148,gaussian,0.004195824956130391,23.45549783708837
13,salt,0.004196006804704666,23.455310821533203
9,salt,0.004204438999295235,23.446590423583984
11,salt,0.004208207130432129,23.442699432373047
130,localvar,0.004223314689199243,23.42713702515105
161,gaussian,0.004232426600251795,23.417777102499663
76,s&p,0.0042358278296887875,23.414287567138672
10,salt,0.004239964298903942,23.410049438476562
143,gaussian,0.004242078429250323,23.407884517924682
9,salt,0.004244066774845123,23.40584945678711
128,localvar,0.004244446094910533,23.405461231089248
146,gaussian,0.0042483799420516034,23.401437957279644
151,gaussian,0.004252036630706099,23.39770148203975
